name,site,category,phone,full_address,borough,street,city,postal_code,latitude,longitude,h3,area_service,rating,reviews,reviews_link,reviews_tags,photo,business_status,about,logo,description,location_link,email_1
BRHQ,https://www.instagram.com/bridgerunners/?hl=en,Gym,,"67 Loisaida Ave, New York, NY 10009",Manhattan,67 Loisaida Ave,New York,10009,40.7228271,-73.9800815,892a100d347ffff,FALSE,5,2,"https://search.google.com/local/reviews?placeid=ChIJQ8buzdBZwokRydmjPAAiLcI&q=run+club,+Staten+Island,+NY&authuser=0&hl=en&gl=US",,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrGpPO2loLNL4cy0obZ3Fc3nt7TBQOu8KbNYmEg2cuq2QVHdlsq3a8v-KsisDOeLqEUuvyecnFnJlgykqAH5KwUwMnUv55HScZUSTBN9JGj3yXZgkMZjePgfxrOxxLF7wIo1DDk=w800-h500-k-no,OPERATIONAL,{},,,"https://www.google.com/maps/place/BRHQ/@40.722827099999996,-73.9800815,14z/data=!4m8!1m2!2m1!1sBRHQ!3m4!1s0x89c259d0cdeec643:0xc22d22003ca3d9c9!8m2!3d40.722827099999996!4d-73.9800815",
South Brooklyn Weightlifting Club,http://southbrooklynwc.com/,Gym,+1 718-243-2800,"267 Douglass St # 1, Brooklyn, NY 11217",Gowanus,267 Douglass St # 1,Brooklyn,11217,40.6805386,-73.9846347,892a100da6bffff,FALSE,4.9,136,"https://search.google.com/local/reviews?placeid=ChIJDTReqIhawokRPoeaj5ovhyk&q=run+club,+Staten+Island,+NY&authuser=0&hl=en&gl=US",,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrRoyew13s7VrSZPC9syoMH4cK6MYR7rRyiidRsD6vbv1ADJcDGzPJ-47Id421igNxa_s7d1jEuC0nvxNIkW4uRczBN5QA4AzTm-32Z3Y5tzpyEjcJyMGRGZa9oHK_ZTrizR7T1RQ=w800-h500-k-no,OPERATIONAL,"{""Service options"": {""Onsite services"": true, ""Online classes"": false}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true}, ""Offerings"": {""Sauna"": true}, ""Amenities"": {""Gender-neutral restroom"": true, ""Restroom"": true, ""Wi-Fi"": true, ""Swimming pool"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Planning"": {""Appointment required"": true, ""Membership required"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true}, ""Parking"": {""Free street parking"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",https://lh4.googleusercontent.com/-vTR91yCEb2U/AAAAAAAAAAI/AAAAAAAAAAA/E5NmLxQWTiA/s44-p-k-no-ns-nd/photo.jpg,,"https://www.google.com/maps/place/South+Brooklyn+Weightlifting+Club/@40.6805386,-73.9846347,14z/data=!4m8!1m2!2m1!1sSouth+Brooklyn+Weightlifting+Club!3m4!1s0x89c25a88a85e340d:0x29872f9a8f9a873e!8m2!3d40.6805386!4d-73.9846347",paulie@southbrooklynwc.com
Hoboken Cove Community Boathouse,http://www.hobokencoveboathouse.org/,Non-profit organization,,"Frank Sinatra Dr, Hoboken, NJ 07030",None,Frank Sinatra Dr,Hoboken,07030,40.748367,-74.0239893,892a10721cbffff,FALSE,4.9,106,"https://search.google.com/local/reviews?placeid=ChIJhVOc1dtZwokR8ipBuxDZ5A8&q=run+club,+Staten+Island,+NY&authuser=0&hl=en&gl=US",,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrx4nIKqrObi_lY-uoAyEbpGeCcWFOBY0-NzXnSNPmJF8pcoujONDzLZZcNXx7hRNwLL_FP1iUC4ZDtpPDMJ-i6rP1GVaXNSyOUor3-jLkSOahEJIoqhcuFW79ximN2p_XRhNxGjw=w800-h500-k-no,OPERATIONAL,"{""From the business"": {""Identifies as veteran-owned"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true}, ""Amenities"": {""Gender-neutral restroom"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as veteran-owned"": true}}",https://lh3.googleusercontent.com/-HV26FuEqxA4/AAAAAAAAAAI/AAAAAAAAAAA/rakWrZddt1M/s44-p-k-no-ns-nd/photo.jpg,,"https://www.google.com/maps/place/Hoboken+Cove+Community+Boathouse/@40.748366999999995,-74.0239893,14z/data=!4m8!1m2!2m1!1sHoboken+Cove+Community+Boathouse!3m4!1s0x89c259dbd59c5385:0xfe4d910bb412af2!8m2!3d40.748366999999995!4d-74.0239893",info@hobokencoveboathouse.org
Greater Long Island Running,http://www.glirc.org/,Athletic club,+1 516-349-7646,"101 Dupont St # 24, Plainview, NY 11803",None,101 Dupont St # 24,Plainview,11803,40.7974224,-73.4643411,892a10ab55bffff,FALSE,4.9,13,"https://search.google.com/local/reviews?placeid=ChIJW4XqDQAq6IkR_sRShPHyOAA&q=run+club,+Long+Island,+NY&authuser=0&hl=en&gl=US",,https://lh3.googleusercontent.com/p/AF1QipNn4ovLNAJWQJ_KCLl0A-ue6SQfMB5v_3X7_5m0=w800-h500-k-no,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",https://lh5.googleusercontent.com/-ijDUrzXg7Mc/AAAAAAAAAAI/AAAAAAAAAAA/oC0RYEpA5Gw/s44-p-k-no-ns-nd/photo.jpg,,"https://www.google.com/maps/place/Greater+Long+Island+Running/@40.797422399999995,-73.4643411,14z/data=!4m8!1m2!2m1!1sGreater+Long+Island+Running!3m4!1s0x89e82a000dea855b:0x38f2f18452c4fe!8m2!3d40.797422399999995!4d-73.4643411",info@glirc.org
Striders Track – Running Club,http://striderstrack.org/team/mario-chantes/,Association / Organization,+1 866-332-2985,"2863 Coddington Ave, Bronx, NY 10461",East Bronx,2863 Coddington Ave,Bronx,10461,40.8392178,-73.8331074,892a1001c47ffff,FALSE,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TGRf13S50wXxOhNw-H1aTg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=315.10782&pitch=0&thumbfov=100,OPERATIONAL,{},,,"https://www.google.com/maps/place/Striders+Track+%E2%80%93+Running+Club/@40.8392178,-73.8331074,14z/data=!4m8!1m2!2m1!1sStriders+Track+%E2%80%93+Running+Club!3m4!1s0x89c28b4efd515555:0x5424d8c0e8813862!8m2!3d40.8392178!4d-73.8331074",info@striderstrack.org
Van Cortlandt Park Running Track,https://www.nycgovparks.org/parks/VanCortlandtPark/facilities/runningtracks,Athletic track,,"Broadway, Bronx, NY 10471",None,Broadway,Bronx,10471,40.8879763,-73.8981682,892a100a533ffff,FALSE,4.5,94,"https://search.google.com/local/reviews?placeid=ChIJ18IE-qTzwokRN30-8PdhG6g&q=run+club,+Bronx,+NY&authuser=0&hl=en&gl=US",,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqx0AW_WX7wVk_6-gimx4n0iJ5QP_seTR1yWMyVv8WkgF1IbWl1PPQkubAXF90eyB8v6gs4Z4ls4TgmC-lT3Mh_GijYTNwbRMk7jZ2lCxLijt_vyZinLwqTazrUTj__-uazXpg=w800-h500-k-no,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true}}",https://lh4.googleusercontent.com/-qgBuK2au7jU/AAAAAAAAAAI/AAAAAAAAAAA/mZ4zwh38O4w/s44-p-k-no-ns-nd/photo.jpg,,"https://www.google.com/maps/place/Van+Cortlandt+Park+Running+Track/@40.8879763,-73.8981682,14z/data=!4m8!1m2!2m1!1sVan+Cortlandt+Park+Running+Track!3m4!1s0x89c2f3a4fa04c2d7:0xa81b61f7f03e7d37!8m2!3d40.8879763!4d-73.8981682",pressoffice@parks.nyc.gov
Hip-Hop Runzz LLC,http://www.hiphoprunzz.com/,Sports club,+1 917-818-4310,"4275 Park Ave Apt 206, Bronx, NY 10457",West Bronx,4275 Park Ave Apt 206,Bronx,10457,40.8492183,-73.8993289,892a100ac33ffff,FALSE,,,,,https://lh3.googleusercontent.com/p/AF1QipMCwznABNccoFE-mQd7tUm_2mSGU9s18h7YfTYv=w800-h500-k-no,OPERATIONAL,"{""From the business"": {""Identifies as Asian-owned"": true, ""Identifies as Black-owned"": true, ""Identifies as disabled-owned"": true, ""Identifies as Indigenous-owned"": true, ""Identifies as Latino-owned"": true, ""Identifies as LGBTQ+ owned"": true, ""Identifies as veteran-owned"": true, ""Identifies as women-owned"": true}, ""Service options"": {""Onsite services"": true}, ""Accessibility"": {""Wheelchair accessible seating"": true}, ""Amenities"": {""Swimming pool"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Other"": {""Identifies as Black-owned"": true, ""LGBTQ+ friendly"": true, ""Identifies as veteran-owned"": true, ""Identifies as women-owned"": true, ""Identifies as Latino-owned"": true, ""Identifies as Asian-owned"": true, ""Identifies as LGBTQ+ owned"": true, ""Identifies as disabled-owned"": true, ""Identifies as Indigenous-owned"": true}}",https://lh5.googleusercontent.com/-XfxZKcSQ0-4/AAAAAAAAAAI/AAAAAAAAAAA/6L0szSpd6Ow/s44-p-k-no-ns-nd/photo.jpg,,"https://www.google.com/maps/place/Hip-Hop+Runzz+LLC/@40.8492183,-73.8993289,14z/data=!4m8!1m2!2m1!1sHip-Hop+Runzz+LLC!3m4!1s0x89c2f5c37b0024dd:0xbd516fd67b3fdb21!8m2!3d40.8492183!4d-73.8993289",
"Ferox Ninja Park - Trampolines, Ninja gym, Parkour",https://feroxathletics.com/,Amusement center,+1 347-305-7448,"72 Noble St, Brooklyn, NY 11222",Greenpoint,72 Noble St,Brooklyn,11222,40.7281153,-73.9578051,892a100d14bffff,FALSE,4.8,1276,"https://search.google.com/local/reviews?placeid=ChIJuXhEvkFZwokRJoO-6hDRfN4&q=run+club,+Bronx,+NY&authuser=0&hl=en&gl=US",,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq7SIWPRuKzlN1EXtab6oCTvyPUgK3C0ysh5ewIlbIo1t61q7IJqvVo9JJRGo0-a3Y3De7X4IAwDyYNI19xiJSGYw95fIKMBFObX1H6erWIyeA3TM5yKY7RfOuJvKEdy-0CgAKhzg=w800-h500-k-no,OPERATIONAL,"{""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true, ""Assistive hearing loop"": false}, ""Offerings"": {""Food"": true}, ""Amenities"": {""Lockers available"": true, ""Party services"": true, ""Restaurant"": true, ""Restroom"": true, ""Wi-Fi"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safespace"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",https://lh3.googleusercontent.com/-oOamGmcz1cQ/AAAAAAAAAAI/AAAAAAAAAAA/AnpbHnE77Po/s44-p-k-no-ns-nd/photo.jpg,,"https://www.google.com/maps/place/Ferox+Ninja+Park+-+Trampolines%2C+Ninja+gym%2C+Parkour/@40.7281153,-73.9578051,14z/data=!4m8!1m2!2m1!1sFerox+Ninja+Park+-+Trampolines%2C+Ninja+gym%2C+Parkour!3m4!1s0x89c25941be4478b9:0xde7cd110eabe8326!8m2!3d40.7281153!4d-73.9578051",info@feroxathletics.com
Equinox Sports Club New York,https://www.equinox.com/clubs/new-york/uptown/sportsclubnewyork?cid=gmb,Gym,+1 212-362-6800,"160 Columbus Ave, New York, NY 10023",Manhattan,160 Columbus Ave,New York,10023,40.7745008,-73.9812756,892a1008bafffff,FALSE,3.5,244,"https://search.google.com/local/reviews?placeid=ChIJr62bNPVYwokRrjUjALpFNcs&q=run+club,+Bronx,+NY&authuser=0&hl=en&gl=US",,https://lh3.googleusercontent.com/p/AF1QipNjTir4Rf3wbmDUNz2arkQRBr1_fcHYl5J0MJDx=w800-h500-k-no,OPERATIONAL,"{""Service options"": {""Outdoor services"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Sauna"": true}, ""Amenities"": {""Basketball court"": true, ""Swimming pool"": true}, ""Atmosphere"": {""Shower"": true}, ""Planning"": {""Membership required"": true}, ""Payments"": {""Credit cards"": true}}",https://lh6.googleusercontent.com/-9EVs55qZqVo/AAAAAAAAAAI/AAAAAAAAAAA/5ro2Wg-nsHQ/s44-p-k-no-ns-nd/photo.jpg,,"https://www.google.com/maps/place/Equinox+Sports+Club+New+York/@40.7745008,-73.9812756,14z/data=!4m8!1m2!2m1!1sEquinox+Sports+Club+New+York!3m4!1s0x89c258f5349badaf:0xcb3545ba002335ae!8m2!3d40.7745008!4d-73.9812756",privacy@equinox.com
The Bronx Brewery & Hudson Yards Kitchen,https://thebronxbrewery.com/pages/hudson-yards-location,restaurants,+1 718-402-1000,"20 Hudson Yards Unit 207, New York, NY 10001",Manhattan,20 Hudson Yards Unit 207,New York,10001,40.7533936,-74.001055,892a1072523ffff,FALSE,4.5,411,"https://search.google.com/local/reviews?placeid=ChIJwSsT2EZZwokRPCbA4-DA24k&q=run+club,+Bronx,+NY&authuser=0&hl=en&gl=US",,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noIQXjOd5EJIvCeml8Uin0r4BGdwUnDPfRuFMllmX0x91Y50fGJKcL2efhZj1ntTQTv50gajK6LXx-kvE2vv3mgWT7ChTHobpYXKinFsozA_mq3yvoyg4j6tZLlO0s3e7Zy6Ii6=w800-h500-k-no,OPERATIONAL,"{""Service options"": {""Outdoor seating"": true, ""Curbside pickup"": true, ""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true, ""Great beer selection"": true}, ""Popular for"": {""Lunch"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible restroom"": true, ""Wheelchair accessible seating"": true, ""Assistive hearing loop"": false, ""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Comfort food"": true, ""Dancing"": true, ""Food"": true, ""Food at bar"": true, ""Happy hour drinks"": true, ""Organic dishes"": true, ""Quick bite"": true, ""Small plates"": true, ""Vegan options"": true, ""Vegetarian options"": true}, ""Dining options"": {""Lunch"": true, ""Dinner"": true, ""Seating"": true}, ""Amenities"": {""Bar onsite"": true, ""Restroom"": true, ""Wi-Fi"": true}, ""Atmosphere"": {""Casual"": true, ""Trendy"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true, ""LGBTQ+ friendly"": true, ""Tourists"": true, ""Transgender safespace"": true}, ""Planning"": {""Accepts reservations"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""High chairs"": true}, ""Parking"": {""Paid parking garage"": true, ""Paid street parking"": true, ""Parking"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",,,"https://www.google.com/maps/place/The+Bronx+Brewery+%26+Hudson+Yards+Kitchen/@40.753393599999995,-74.001055,14z/data=!4m8!1m2!2m1!1sThe+Bronx+Brewery+%26+Hudson+Yards+Kitchen!3m4!1s0x89c25946d8132bc1:0x89dbc0e0e3c0263c!8m2!3d40.753393599999995!4d-74.001055",damian@thebronxbrewery.com
Running Cool Restaurant,,restaurants,+1 718-562-6648,"2263 Jerome Ave, Bronx, NY 10453",University Heights,2263 Jerome Ave,Bronx,10453,40.8581943,-73.9042194,892a100ac1bffff,FALSE,4,262,"https://search.google.com/local/reviews?placeid=ChIJ4bne23b0wokRkLd37o06-9k&q=run+club,+Bronx,+NY&authuser=0&hl=en&gl=US",,https://lh3.googleusercontent.com/p/AF1QipMRUcFLMEUyoMNTwzkheLDTFv9bdiI5Mn5Lo6xu=w800-h500-k-no,OPERATIONAL,"{""From the business"": {""Identifies as Black-owned"": true}, ""Service options"": {""Delivery"": true, ""Takeout"": true, ""Dine-in"": true}, ""Highlights"": {""Fast service"": true}, ""Popular for"": {""Breakfast"": true, ""Lunch"": true, ""Dinner"": true, ""Solo dining"": true}, ""Accessibility"": {""Wheelchair accessible entrance"": true, ""Wheelchair accessible parking lot"": false}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Coffee"": true, ""Comfort food"": true, ""Healthy options"": true, ""Late-night food"": true, ""Quick bite"": true, ""Small plates"": true, ""Vegan options"": true, ""Vegetarian options"": true}, ""Dining options"": {""Breakfast"": true, ""Lunch"": true, ""Dinner"": true, ""Catering"": true, ""Dessert"": true}, ""Amenities"": {""Bar onsite"": true, ""Gender-neutral restroom"": true, ""Restroom"": true}, ""Atmosphere"": {""Casual"": true, ""Cozy"": true, ""Trendy"": true}, ""Crowd"": {""Family-friendly"": true, ""Groups"": true, ""Tourists"": true}, ""Planning"": {""Accepts reservations"": false}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}, ""Children"": {""Good for kids"": true}, ""Other"": {""Identifies as Black-owned"": true}}",https://lh4.googleusercontent.com/-qrCL0vhZaDQ/AAAAAAAAAAI/AAAAAAAAAAA/yDEQ2opUnys/s44-p-k-no-ns-nd/photo.jpg,,"https://www.google.com/maps/place/Running+Cool+Restaurant/@40.8581943,-73.9042194,14z/data=!4m8!1m2!2m1!1sRunning+Cool+Restaurant!3m4!1s0x89c2f476dbdeb9e1:0xd9fb3a8dee77b790!8m2!3d40.8581943!4d-73.9042194",
